xx,yy,OBJECTID,Description,ParkType,Car_Park,Dog_Off_Leash_Area,Electric_BBQ,Picnic_Set,Rubbish_Bins,Shelter,Toilets,Water_Fountain,Basketball_Court,Play_Equipment,Playground_Area,Skate_Park,Exercise_Equipment,Suburb,ADDRESS,APS
491751.2849,7003640.4158,301,Dear Place Park,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,BELLMERE,21 TEDAR CLOSE BELLMERE,NO
488426.1361,6972563.2396,302,Arthur Williamson Park,Park\Linear Linkage,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,SAMFORD VILLAGE,7 NARRIEN COURT SAMFORD VILLAGE,NO
499639.3124,6979866.8563,303,Bob Bell Park,Park\Local Recreatio,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,STRATHPINE,62A LEARMONTH STREET STRATHPINE,NO
495576.1746,6981476.4749,304,Oakley Park,Park\Local Recreatio,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,BRAY PARK,3 DEVON STREET BRAY PARK,NO
501686.0669,6985728.7154,305,Idella Petrie Park,Park\Local Recreatio,No,No,No,No,No,No,No,No,No,No,No,No,No,MURRUMBA DOWNS,31 CLAREMONT DRIVE MURRUMBA DOWNS,NO
493960.0952,6970298.6184,306,Julie Jenkins Park,Park\Local Recreatio,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,FERNY HILLS,13 TEENAN STREET FERNY HILLS,NO
491065.1505,6997504.0066,307,Williamson Road Park,Park\Local Recreatio,No,No,No,No,No,No,No,No,No,No,No,No,No,MORAYFIELD,217-225 WILLIAMSON ROAD MORAYFIELD,NO
500474.0149,6990486.6291,308,Nullarbor Circuit Park,Park\Linear Linkage,No,No,No,No,Yes,No,No,No,No,No,No,No,No,NORTH LAKES,27 NULLARBOR CIRCUIT NORTH LAKES,NO
497900.1348,6976125.819,309,Leitchs Road South Park,Park\Local Recreatio,No,No,No,No,No,No,No,No,No,No,No,No,No,ALBANY CREEK,87 LEITCHS ROAD ALBANY CREEK,NO
495936.6967,6979427.8004,310,Sarbi Park,Park\Local Recreatio,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,WARNER,30 BROWNELL STREET WARNER,NO
492103.1599,7003521.5891,311,Bernice Street Park,Park\Local Recreatio,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No,BELLMERE,35-39 PEACHERINE CIRCUIT BELLMERE,NO
500061.6636,6978194.6012,312,Cook Street Reserve (South),Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,STRATHPINE,16 COOK STREET STRATHPINE,NO
498394.4474,7004026.4196,313,Bribie Island Road Park,Park\Amenity Park,No,No,No,No,No,No,No,No,No,No,No,No,No,,,No
500309.9981,6989019.2862,314,Hirsch Court Park,Park\Local Recreatio,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,NORTH LAKES,1 HIRSCH COURT NORTH LAKES,NO
496118.4317,6973254.2308,315,Daniel Reserve,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,ALBANY CREEK,12 MOUNTEFORD PLACE ALBANY CREEK,NO
500995.8414,6993113.1578,316,Plover Park,Park\Local Recreatio,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,DECEPTION BAY,18 WAGTAIL DRIVE DECEPTION BAY,NO
476938.546,7018504.9592,317,Monkeybong Park,Park\Linear Linkage,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,WOODFORD,104-120 KROPP ROAD WOODFORD,NO
508839.3466,6985833.2538,318,Yourell Park,Park\Local Recreatio,No,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,CLONTARF,75 MAINE ROAD CLONTARF,NO
496012.9198,6970492.9922,319,Bob O'neill Park,Park\Local Recreatio,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,ARANA HILLS,19 BARNEY STREET ARANA HILLS,NO
503548.3375,6985897.1828,320,Starling Street Park,Park\Local Recreatio,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,MANGO HILL,13 STARLING STREET MANGO HILL,NO
496768.9896,6999174.0232,321,Seebohm Street Park,Park\Local Recreatio,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,BURPENGARY,24 SEEBOHM STREET BURPENGARY,NO
497932.5429,6982304.2603,322,Jock Mitchell Park,Park\Local Recreatio,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,LAWNTON,24-28 TODDS ROAD LAWNTON,NO
497402.409,6974426.0869,323,Tom Simpson Park,Park\Linear Linkage,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,ALBANY CREEK,70 FOLKSTONE AVENUE ALBANY CREEK,NO
497390.4276,6989765.7046,324,453 Boundary Road,Park\Amenity Park,No,No,No,No,No,No,No,No,No,No,No,No,No,NARANGBA,453 BOUNDARY ROAD NARANGBA,NO
509439.3955,7008008.1203,325,Moffatt Esplanade (North),Park\Local Foreshore,No,No,No,No,No,No,No,No,No,No,No,No,No,TOORBUL,1 MOFFATT ESPLANADE TOORBUL,NO
496933.988,7000615.4101,326,Macaranga Street Park,Park\Local Recreatio,No,No,No,No,No,No,No,No,No,No,No,No,No,MORAYFIELD,104 GRAHAM ROAD MORAYFIELD,NO
502511.9917,6988371.6243,327,Whitfield Crescent Reserve,Park\Linear Linkage,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,NORTH LAKES,26 WHITFIELD CRESCENT NORTH LAKES,NO
497225.2995,7004590.4807,328,Davison Street Park,Park\Local Recreatio,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,CABOOLTURE,17 DAVISON STREET CABOOLTURE,NO
514028.8852,7008389.8368,329,Cosmos Park Sports Complex,Park\District Sports,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,BANKSIA BEACH,70A SUNDERLAND DRIVE BANKSIA BEACH,NO
496032.1288,6982156.6518,330,Mumford Park,Park\Local Recreatio,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,LAWNTON,3-33 COLONIAL DRIVE LAWNTON,NO
496070.2449,6976198.3073,331,Apex Park (Eatons Hill),Park\Local Recreatio,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,EATONS HILL,641 SOUTH PINE ROAD EATONS HILL,NO
492870.1208,6994197.8198,332,Platypus Pocket Park,Park\Local Recreatio,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,NARANGBA,54-58 MAIDENHAIR DRIVE NARANGBA,NO
492232.0021,7006012.905,333,Miles Street Reserve,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,CABOOLTURE,67A MILES STREET CABOOLTURE,NO
495835.6343,6975444.4468,334,Stanton Reserve,Park\Linear Linkage,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,ALBANY CREEK,691 SOUTH PINE ROAD ALBANY CREEK,NO
519315.9691,7007807.5665,335,Woorim Foreshore,Park\Regional Foresh,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,WOORIM,140 NORTH STREET WOORIM,NO
515685.0703,7005704.1506,336,Jacaranda Drive Park (North),Park\Amenity Park,No,No,No,No,No,No,No,No,No,No,No,No,No,BONGAREE,25 JACARANDA DRIVE BONGAREE,NO
494500.5766,6973829.5557,337,Allen Road Reserve (East),Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,BUNYA,7 ALLEN ROAD BUNYA,NO
496481.7327,7000547.968,338,Hargrave Street Park,Park\Local Recreatio,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,MORAYFIELD,108 HARGRAVE STREET MORAYFIELD,NO
510446.1921,6987666.4031,339,Sydney Street Park,Park\Linear Linkage,No,No,No,No,Yes,No,No,No,No,No,No,No,No,REDCLIFFE,69 SYDNEY STREET REDCLIFFE,NO
501377.0948,6982731.1276,340,Culgoa Court Reserve,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,MURRUMBA DOWNS,22 PINE RIVER DRIVE MURRUMBA DOWNS,NO
501773.2855,6993550.0191,341,Progress Park Sports Ground,Park\Local Sports Pa,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,DECEPTION BAY,24-52 OLD BAY ROAD DECEPTION BAY,NO
499170.9568,6980952.2821,342,Douglas Park,Park\Local Recreatio,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,STRATHPINE,119 BELLS POCKET ROAD STRATHPINE,NO
496660.0144,6992217.4648,343,Michel Drive Reserve (North),Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,NARANGBA,40-46 MICHEL DRIVE NARANGBA,NO
493523.2734,6993380.6706,344,Goanna Patch Park,Park\Local Recreatio,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,NARANGBA,9-11 PALMER PLACE NARANGBA,NO
494817.8596,6993739.5269,345,Juniper Court Park,Park\Linear Linkage,No,No,No,No,Yes,No,No,No,No,No,No,No,No,NARANGBA,15 COACHWOOD PLACE NARANGBA,NO
493055.834,6993189.8312,346,Kookaburra Corner Park,Park\Linear Linkage,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,NARANGBA,1-101 OAKEY FLAT ROAD NARANGBA,NO
501739.6358,6988363.106,347,Denison Parade Park,Park\Local Recreatio,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,NORTH LAKES,1-19 DENISON PARADE NORTH LAKES,NO
497660.8121,6970403.2588,348,Kenny Park,Park\Local Recreatio,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,EVERTON HILLS,2 TIMMS ROAD EVERTON HILLS,NO
498655.8407,6979584.1275,349,Torelliana Park,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,STRATHPINE,21 STANLEY STREET STRATHPINE,NO
494645.4244,6980637.0068,350,Flintwood Street Park,Park\Linear Linkage,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,WARNER,62-78 KURRAJONG DRIVE WARNER,NO
516855.7387,7004375.1231,351,Ian Fairweather Park,Park\Local Recreatio,No,No,No,No,No,No,No,Yes,No,No,No,No,No,BONGAREE,2 HUNTER STREET BONGAREE,NO
503915.3477,6991078.9019,352,Daisy Park,Park\Local Recreatio,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,DECEPTION BAY,52-56 SIRENE CRESCENT DECEPTION BAY,NO
496696.9815,6975842.6285,353,Mountford Park,Park\Specific use Sp,No,No,No,No,No,No,No,No,No,No,No,No,No,ALBANY CREEK,33 GREENSILL ROAD ALBANY CREEK,NO
493851.3227,7009980.5718,354,Wattlebird Drive Reserve (South),Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,ELIMBAH,116 WATTLEBIRD DRIVE ELIMBAH,NO
499834.9655,6989919.3181,355,Cook Street North,Park\Local Recreatio,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,NORTH LAKES,6 COOK COURT NORTH LAKES,NO
493547.6856,7004847.1343,356,Christine Street Park (South),Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,CABOOLTURE,27 CHRISTINE STREET CABOOLTURE,NO
509402.5224,6986969.6883,357,Mahogany Park,Park\Local Recreatio,No,No,No,No,No,No,No,No,No,No,No,No,No,MARGATE,4 MAHOGANY COURT MARGATE,NO
497610.7413,7006474.9327,358,Keast Street Park,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,CABOOLTURE,26 TIFFANY COURT CABOOLTURE,NO
500891.7555,6983571.7534,359,Castle Hill Lakes Reserve,Park\Linear Linkage,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,MURRUMBA DOWNS,296 DOHLES ROCKS ROAD MURRUMBA DOWNS,NO
495191.5218,6983004.1106,360,Fink Place,Park\Linear Linkage,No,No,No,No,No,No,No,Yes,No,No,No,No,No,JOYNER,21 LINKS CRESCENT JOYNER,NO
493768.3913,6994219.777,361,Mitta Crescent Park,Park\Linear Linkage,No,No,No,No,Yes,No,No,No,No,No,No,No,No,NARANGBA,20 MITTA CRESCENT NARANGBA,NO
509977.5255,6989494.0784,362,Ashmole Road Park,Park\Amenity Park,No,No,No,No,No,No,No,No,No,No,No,No,No,NEWPORT,122B ASHMOLE ROAD NEWPORT,NO
507853.3569,6986114.8204,363,Ray Frawley Fields,Park\Local Sports Pa,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,,,NO
494984.8303,6992761.3448,364,Baphal Crescent Park,Park\Local Recreatio,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,NARANGBA,50-60 BAPHAL CRESCENT NARANGBA,NO
504218.6598,6990289.3953,365,Coman Park,Park\Local Recreatio,No,No,No,No,No,No,No,No,No,No,No,No,No,ROTHWELL,60 COMAN STREET ROTHWELL,NO
514677.5055,7009486.4868,366,Oxley Park,Park\Local Recreatio,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,BANKSIA BEACH,100 AVON AVENUE BANKSIA BEACH,NO
501119.8038,6989932.2993,367,Garcia Parade Park,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,NORTH LAKES,2 MERSEY STREET NORTH LAKES,NO
500983.9247,6992936.7746,368,Lisa Street Park,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,DECEPTION BAY,6 YALLATUP STREET DECEPTION BAY,NO
495043.5668,7001713.7607,369,Sheepstation Creek Park,Park\Local Recreatio,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,MORAYFIELD,211-227 MORAYFIELD ROAD MORAYFIELD,NO
498724.2011,6998408.0999,370,Van Der Meer Drive Park,Park\Local Recreatio,No,No,No,No,No,No,No,No,No,No,No,No,No,BURPENGARY EAST,23-37 VAN DER MEER DRIVE BURPENGARY EAST,NO
496972.522,6980437.2445,371,John Davidson Park,Park\Local Sports Pa,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,STRATHPINE,188 SAMSONVALE ROAD STRATHPINE,NO
496853.7524,6970082.4787,372,Montague Court Park (West),Park\Amenity Park,No,No,No,No,No,No,No,No,No,No,No,No,No,EVERTON HILLS,1053 SOUTH PINE ROAD EVERTON HILLS,NO
511758.0186,7004645.695,373,Reeders Street Park,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,SANDSTONE POINT,28 REEDERS STREET SANDSTONE POINT,NO
502742.142,6983550.8971,374,Fern Parade Reserve,Park\Linear Linkage,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,GRIFFIN,Lot 900 HENRY ROAD GRIFFIN,NO
508994.8505,7010181.3518,375,Toorbul Community and Sports C,Park\Local Sports Pa,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,TOORBUL,1774-1798 PUMICESTONE ROAD TOORBUL,NO
516737.1994,7005844.9538,376,Pentas Drive Park (West),Park\Amenity Park,No,No,No,No,No,No,No,Yes,No,No,No,No,No,BONGAREE,21-25 PENTAS DRIVE BONGAREE,NO
501278.5365,6989742.6017,377,Friendship Park,Park\Linear Linkage,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,NORTH LAKES,55-137 NICKLAUS PARADE NORTH LAKES,NO
501541.7001,6982931.6481,378,Reg Dickens Park,Park\Linear Linkage,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,MURRUMBA DOWNS,24 BLYTH ROAD MURRUMBA DOWNS,NO
500474.5824,6985773.9967,379,Rosenlund Park,Park\Local Recreatio,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,KALLANGUR,3A ROSENLUND STREET KALLANGUR,NO
508953.8359,6985111.8553,380,Bells Beach Park,Park\Regional Foresh,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,,,No
498045.0997,6979909.0001,381,Banksia Street Park,Park\Local Recreatio,No,No,No,No,Yes,No,No,No,No,No,No,No,No,STRATHPINE,89 SAMSONVALE ROAD STRATHPINE,NO
501945.1921,6990401.1727,382,Bilby Lane Park,Park\Local Recreatio,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,NORTH LAKES,14 ECHIDNA PARADE NORTH LAKES,NO
496273.8746,6983859.2531,383,D'aguilar Way,Park\Linear Linkage,No,No,No,No,Yes,No,No,No,No,No,No,No,No,PETRIE,3 HOPKINS STREET PETRIE,NO
496608.1033,6974504.2128,384,Albany Creek Leisure Centre,Park\Community Facil,Yes,No,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,ALBANY CREEK,Lot 3 EXPLORER DRIVE ALBANY CREEK,NO
494659.9876,6976252.6015,385,Saraband Drive Reserve (North),Park\Local Recreatio,No,No,No,No,No,No,No,No,No,No,No,No,No,EATONS HILL,86 SARABAND DRIVE EATONS HILL,NO
477089.8119,7007005.3493,386,Mount Mee Sportsgrounds,Park\Local Sports Pa,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,MOUNT MEE,7-17 THOMAS ROAD MOUNT MEE,NO
498794.7699,6980173.8244,387,Mac's Corner,Park\Local Civic Par,No,No,No,No,No,No,No,No,No,No,No,No,No,STRATHPINE,472 GYMPIE ROAD STRATHPINE,NO
502947.7489,6986280.261,388,Halpine Lake Reserve,Park\Linear Linkage,No,No,No,No,Yes,No,No,No,No,No,No,No,No,MANGO HILL,107 FRESHWATER CREEK ROAD MANGO HILL,NO
495191.3077,6975301.8447,389,Riversleigh Crescent Reserve (,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,EATONS HILL,15-19 BUNYA CROSSING ROAD EATONS HILL,NO
479415.3503,7012412.5673,390,Shelford Drive Park,Park\Local Recreatio,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,DELANEYS CREEK,39-49 SHELFORD DRIVE DELANEYS CREEK,NO
497092.6521,6970838.7652,391,Bunya Road Park,Park\Amenity Park,No,No,No,No,No,No,No,No,No,No,No,No,No,EVERTON HILLS,37 BUNYA ROAD EVERTON HILLS,NO
502452.205,6993152.1976,392,Arthur Hayes Community Complex,Park\District Recrea,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,DECEPTION BAY,2-26 RAYMOND TERRACE DECEPTION BAY,NO
511439.0608,6991865.3827,393,Bill Marsh Lookout Park,Park\Regional Foresh,No,No,No,No,No,No,No,No,No,No,No,No,No,,,No
498088.2881,6992980.6702,394,Dean Drive Reserve,Park\Local Recreatio,No,No,No,No,No,No,No,No,No,No,No,No,No,BURPENGARY,44 DEAN DRIVE BURPENGARY,NO
500984.267,6991108.1801,395,Business Drive Park,Park\Amenity Park,No,No,No,No,No,No,No,No,No,No,No,No,No,,,No
515574.4941,7005812.2338,396,Marquadt Park,Park\Local Recreatio,No,No,No,No,No,No,No,Yes,No,No,No,No,No,BONGAREE,27A ALLAMANDA DRIVE BONGAREE,NO
500557.6814,6993835.2235,397,May St Park (Deception Bay),Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,DECEPTION BAY,39 MAY STREET DECEPTION BAY,NO
495971.581,6976912.1303,398,Terben Street Reserve (East),Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,WARNER,3 TERBEN STREET WARNER,NO
492429.7617,7004268.3533,399,Colburn Way Reserve,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,BELLMERE,33 XANADU DRIVE BELLMERE,NO
494230.3024,7005033.9071,400,Diamond Street Park,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,CABOOLTURE,Lot 500 YALDARA AVENUE CABOOLTURE,YES
482063.8243,6971745.0143,401,Edward Louden Park,Park\Local Sports Pa,No,No,No,No,No,No,No,No,No,No,No,No,No,HIGHVALE,Lot 7 MT GLORIOUS ROAD HIGHVALE,NO
503396.1117,6988875.65,402,Kangaroo Park,Park\Local Recreatio,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,MANGO HILL,Lot 905 GRASSWAY STREET MANGO HILL,NO
495339.0758,6997286.1038,403,Currimundi Court Reserve,Park\Linear Linkage,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,BURPENGARY,36 GLORIOUS DRIVE BURPENGARY,NO
514743.0356,7007314.4371,404,Dux Creek Park,Park\Local Recreatio,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,BANKSIA BEACH,126-140 MARINA BOULEVARD BANKSIA BEACH,NO
500248.4855,6989573.0152,405,Wells Close Park,Park\Local Recreatio,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,NORTH LAKES,Lot 986 SEARS PARADE NORTH LAKES,NO
493896.652,6980915.0193,406,Hayward Avenue Reserve,Park\Local Recreatio,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,CASHMERE,10 HAYWARD AVENUE CASHMERE,NO
510983.7267,6987901.3327,407,Corscadden Park,Park\District Recrea,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,REDCLIFFE,45-47 ANZAC AVENUE REDCLIFFE,NO
493663.2732,6976142.6442,408,Montego Court Park,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,EATONS HILL,20 CHURCH ROAD EATONS HILL,NO
494936.9548,6992546.2305,409,Bein Close Park (West),Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,NARANGBA,3 BEIN CLOSE NARANGBA,NO
498593.8397,6987845.9165,410,Tyalla Reserve,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,DAKABIN,4 RAIMONDO COURT DAKABIN,NO
478291.9602,7006299.2736,411,Dahmongah (Mt Mee Lookout),Park\Regional Recrea,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,MOUNT MEE,Lot 1 MT MEE ROAD MOUNT MEE,NO
501800.2712,6985042.6329,412,Bob Thomas Park,Park\Linear Linkage,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,MURRUMBA DOWNS,24 NORMANBY ROAD MURRUMBA DOWNS,NO
512557.9041,7004510.9177,413,The Common,Park\Linear Linkage,No,No,No,No,Yes,No,No,No,No,No,No,No,No,SANDSTONE POINT,191-201 BESTMANN ROAD SANDSTONE POINT,NO
493067.8074,6980769.7191,414,Bill Madders Playground,Park\Local Recreatio,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,CASHMERE,50 ADAMS ROAD CASHMERE,NO
502806.7299,6990122.9897,415,Midyim Street Park,Park\Linear Linkage,No,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,NORTH LAKES,31 KURRAJONG CIRCUIT NORTH LAKES,NO
497634.6003,6982041.1776,416,Loane Crescent Park,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,LAWNTON,34 LOANE CRESCENT LAWNTON,NO
509873.7154,6990675.9381,417,Sandpiper Canal Park,Park\Amenity Park,No,No,No,No,No,No,No,No,No,No,No,No,No,NEWPORT,17 NEWPORT DRIVE NEWPORT,NO
513630.528,7004755.8392,418,Gordon Crescent Park,Park\Local Recreatio,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,SANDSTONE POINT,22-24 GORDON CRESCENT SANDSTONE POINT,NO
501455.8002,6984774.1673,419,Oisin Street Park,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,MURRUMBA DOWNS,12 HUGH CRESCENT MURRUMBA DOWNS,NO
485776.0944,6972202.828,420,Regoli Court Park,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,SAMFORD VALLEY,24 REGOLI COURT SAMFORD VALLEY,NO
508994.1143,6988689.8069,421,Drainage Reserve (Norcott Stre,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,KIPPA-RING,6 NORCOTT STREET KIPPA-RING,NO
496339.8717,6983275.4542,422,Mungarra Reserve,Park\District Recrea,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,PETRIE,2 CARMODY COURT PETRIE,NO
493340.1681,6994713.9704,423,Barnowl Court Park,Park\Local Recreatio,No,No,No,No,Yes,No,No,No,No,No,No,No,No,NARANGBA,27-33 LOOKOUT PLACE NARANGBA,NO
501160.4145,6986516.4736,424,Kingfisher Park,Park\Linear Linkage,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,KALLANGUR,11 MELISSA CIRCUIT KALLANGUR,NO
501648.764,6990438.7685,425,Koala Close Park,Park\Local Recreatio,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,NORTH LAKES,38 ECHIDNA PARADE NORTH LAKES,NO
493169.2652,6969761.8486,426,Merino Close Park,Park\Linear Linkage,No,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,FERNY HILLS,11 WOOLSHED STREET FERNY HILLS,NO
495733.1316,7007832.2717,427,Parkway Crescent Park,Park\Local Recreatio,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,CABOOLTURE,1-21 PARKWAY CRESCENT CABOOLTURE,NO
505245.1807,6990036.8122,428,Peter Morris Park,Park\Local Recreatio,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,ROTHWELL,140-148 MORRIS ROAD ROTHWELL,NO
492802.441,6992999.1331,429,Kintail Place Park,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,NARANGBA,Lot 506 STONEHAVEN PLACE NARANGBA,NO
478646.4296,7012213.0717,430,Bullaburra Street Park,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,DELANEYS CREEK,24-32 BULLABURRA STREET DELANEYS CREEK,NO
507129.5933,7012903.1223,431,Pioneer Park,Park\Local Foreshore,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,DONNYBROOK,Lot 1 THE ESPLANADE DONNYBROOK,NO
497982.4559,6986943.9251,432,Birchgrove Crescent Park,Park\Linear Linkage,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,KALLANGUR,36 BIRCHGROVE CRESCENT KALLANGUR,NO
511693.5152,7004667.1704,433,Yamba Lane Park,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,SANDSTONE POINT,2-8 YAMBA LANE SANDSTONE POINT,NO
494696.631,6970652.2707,434,Brian Battersby Reserve,Park\Linear Linkage,No,No,No,No,No,No,No,Yes,No,No,No,No,No,ARANA HILLS,39A YINGALLY DRIVE ARANA HILLS,NO
510238.8542,6984816.6257,435,Oxley Avenue Park,Park\Local Sports Pa,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,WOODY POINT,229 HORNIBROOK ESPLANADE WOODY POINT,NO
495803.2377,6984017.8086,436,Tweedale Reserve,Park\Linear Linkage,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,PETRIE,11-13 KIRRI AVENUE PETRIE,NO
497207.651,6970774.2518,437,Charles Street Reserve,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,EVERTON HILLS,5 CHARLES STREET EVERTON HILLS,NO
496678.3595,6970178.0569,438,Mimoora Park,Park\Local Recreatio,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,EVERTON HILLS,6 BASAND STREET EVERTON HILLS,NO
502059.9066,6988920.2881,439,Melaleuca Lakes and Parklands,Park\District Recrea,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,NORTH LAKES,40 SANDPIPER AVENUE NORTH LAKES,NO
